Produto,Categoria,Data da venda,Loja,Cidade,Quantidade,Valor da venda
Teclado,Acessórios,2023-10-21,Loja Petrópolis,Petrópolis,4,4628.77
Pendrive,Armazenamento,2023-02-10,Loja Sul,Rio de Janeiro,5,6236.27
Notebook,Eletrônicos,2023-10-05,Loja Norte,Rio de Janeiro,3,13279.93
Mouse,Acessórios,2024-11-23,Loja Petrópolis,Petrópolis,1,3518.33
Tablet,Eletrônicos,2025-12-13,Loja Centro,Rio de Janeiro,5,23826.9
Tablet,Eletrônicos,2025-06-01,Loja Nova Iguaçu,Nova Iguaçu,1,543.63
Pendrive,Armazenamento,2023-07-19,Loja Teresópolis,Teresópolis,1,1214.72
Smartphone,Eletrônicos,2023-03-07,Loja Barra,Rio de Janeiro,4,15589.12
Notebook,Eletrônicos,2024-09-09,Loja Barra,Rio de Janeiro,4,11698.35
Cadeira Gamer,Móveis,2023-05-05,Loja Norte,Rio de Janeiro,2,2627.03
Mesa Escritório,Móveis,2024-12-15,Loja Nova Iguaçu,Nova Iguaçu,2,4280.91
Webcam,Periféricos,2023-05-12,Loja Duque,Duque de Caxias,3,3956.67
Monitor,Eletrônicos,2025-07-21,Loja Sul,Rio de Janeiro,2,6240.28
Mouse,Acessórios,2024-03-23,Loja Niterói,Niterói,4,17665.44
Monitor,Eletrônicos,2024-09-03,Loja Petrópolis,Petrópolis,3,2542.68
Roteador,Redes,2025-09-12,Loja Petrópolis,Petrópolis,4,19087.34
Webcam,Periféricos,2024-03-27,Loja Centro,Rio de Janeiro,5,11631.18
Cadeira Gamer,Móveis,2023-05-25,Loja Teresópolis,Teresópolis,1,4455.54
Roteador,Redes,2025-01-02,Loja Sul,Rio de Janeiro,1,1693.93
Monitor,Eletrônicos,2024-10-01,Loja Centro,Rio de Janeiro,1,3649.51
Impressora,Periféricos,2024-02-03,Loja Teresópolis,Teresópolis,3,14315.45
Roteador,Redes,2024-06-22,Loja Duque,Duque de Caxias,1,95.42
Roteador,Redes,2024-08-19,Loja Sul,Rio de Janeiro,4,13776.4
Webcam,Periféricos,2024-12-15,Loja Nova Iguaçu,Nova Iguaçu,1,1253.13
Teclado,Acessórios,2025-07-16,Loja Centro,Rio de Janeiro,3,645.7
Headset,Acessórios,2023-02-03,Loja Sul,Rio de Janeiro,4,10856.76
Mouse,Acessórios,2025-09-08,Loja Norte,Rio de Janeiro,1,3741.7
Webcam,Periféricos,2024-08-22,Loja Norte,Rio de Janeiro,3,1535.52
Headset,Acessórios,2025-05-19,Loja Nova Iguaçu,Nova Iguaçu,2,1981.37
Monitor,Eletrônicos,2025-07-18,Loja Sul,Rio de Janeiro,2,3045.54
Smartphone,Eletrônicos,2024-07-11,Loja Duque,Duque de Caxias,5,8471.44
Mesa Escritório,Móveis,2024-08-22,Loja Nova Iguaçu,Nova Iguaçu,2,2612.11
Monitor,Eletrônicos,2023-12-08,Loja Petrópolis,Petrópolis,2,4162.32
Mesa Escritório,Móveis,2023-08-22,Loja São Gonçalo,São Gonçalo,1,1538.1
Teclado,Acessórios,2025-11-24,Loja Norte,Rio de Janeiro,4,2452.48
Impressora,Periféricos,2024-09-28,Loja Sul,Rio de Janeiro,2,9226.48
Roteador,Redes,2023-10-09,Loja Centro,Rio de Janeiro,3,14236.46
Pendrive,Armazenamento,2023-02-11,Loja Barra,Rio de Janeiro,5,10911.81
HD Externo,Armazenamento,2025-02-28,Loja São Gonçalo,São Gonçalo,3,9716.04
Mouse,Acessórios,2023-03-31,Loja Sul,Rio de Janeiro,3,5414.17
Roteador,Redes,2024-10-09,Loja Duque,Duque de Caxias,3,4721.77
Mesa Escritório,Móveis,2023-08-07,Loja Duque,Duque de Caxias,1,280.88
Pendrive,Armazenamento,2025-06-25,Loja Duque,Duque de Caxias,2,7578.34
Smartphone,Eletrônicos,2025-12-26,Loja Duque,Duque de Caxias,1,2799.19
Impressora,Periféricos,2025-10-01,Loja Nova Iguaçu,Nova Iguaçu,4,6069.64
Notebook,Eletrônicos,2025-06-20,Loja Duque,Duque de Caxias,2,8483.05
Headset,Acessórios,2025-02-09,Loja Norte,Rio de Janeiro,1,2309.11
Notebook,Eletrônicos,2023-02-01,Loja São Gonçalo,São Gonçalo,3,3106.67
Impressora,Periféricos,2025-01-27,Loja Barra,Rio de Janeiro,2,9711.39
Webcam,Periféricos,2025-09-20,Loja São Gonçalo,São Gonçalo,4,2862.46
Impressora,Periféricos,2024-08-24,Loja Nova Iguaçu,Nova Iguaçu,2,8827.2
Mouse,Acessórios,2024-04-03,Loja Nova Iguaçu,Nova Iguaçu,5,4985.78
Monitor,Eletrônicos,2023-10-28,Loja Niterói,Niterói,3,13793.52
Smartwatch,Eletrônicos,2025-07-17,Loja Barra,Rio de Janeiro,3,11457.52
Smartwatch,Eletrônicos,2023-12-13,Loja Duque,Duque de Caxias,3,5465.82
Pendrive,Armazenamento,2025-06-02,Loja São Gonçalo,São Gonçalo,2,2881.38
Tablet,Eletrônicos,2025-02-08,Loja Duque,Duque de Caxias,3,3817.49
Teclado,Acessórios,2025-07-29,Loja Petrópolis,Petrópolis,5,5745.58
Impressora,Periféricos,2025-03-10,Loja Duque,Duque de Caxias,1,470.89
Pendrive,Armazenamento,2025-01-07,Loja Niterói,Niterói,5,17430.35
Monitor,Eletrônicos,2023-11-30,Loja Niterói,Niterói,1,1063.03
Headset,Acessórios,2023-05-03,Loja Centro,Rio de Janeiro,3,2478.93
Webcam,Periféricos,2024-09-28,Loja Barra,Rio de Janeiro,3,11366.83
Notebook,Eletrônicos,2024-06-18,Loja Teresópolis,Teresópolis,5,24645.11
Webcam,Periféricos,2023-01-27,Loja Norte,Rio de Janeiro,5,10632.64
Smartphone,Eletrônicos,2023-02-11,Loja Niterói,Niterói,4,497.45
Teclado,Acessórios,2023-08-01,Loja Barra,Rio de Janeiro,3,4057.95
HD Externo,Armazenamento,2023-03-21,Loja Teresópolis,Teresópolis,3,11278.88
Pendrive,Armazenamento,2025-07-07,Loja Nova Iguaçu,Nova Iguaçu,4,14179.61
Mesa Escritório,Móveis,2025-09-19,Loja Niterói,Niterói,5,23719.65
Roteador,Redes,2025-01-24,Loja Niterói,Niterói,4,10305.83
Impressora,Periféricos,2025-05-30,Loja Niterói,Niterói,4,8281.66
HD Externo,Armazenamento,2023-01-30,Loja Niterói,Niterói,5,358.25
Tablet,Eletrônicos,2025-01-23,Loja Norte,Rio de Janeiro,5,24877.53
Impressora,Periféricos,2024-05-06,Loja Centro,Rio de Janeiro,5,11336.56
Monitor,Eletrônicos,2025-09-29,Loja Barra,Rio de Janeiro,1,984.26
Monitor,Eletrônicos,2025-01-12,Loja Barra,Rio de Janeiro,2,6857.46
Pendrive,Armazenamento,2023-02-28,Loja Centro,Rio de Janeiro,2,3990.15
Mesa Escritório,Móveis,2023-03-20,Loja Centro,Rio de Janeiro,3,2602.33
Headset,Acessórios,2023-05-06,Loja Teresópolis,Teresópolis,2,9204.17
Teclado,Acessórios,2024-09-17,Loja São Gonçalo,São Gonçalo,4,4862.79
Notebook,Eletrônicos,2024-05-12,Loja Sul,Rio de Janeiro,1,1150.81
Mouse,Acessórios,2024-09-11,Loja Barra,Rio de Janeiro,4,13427.61
Headset,Acessórios,2025-07-02,Loja Barra,Rio de Janeiro,4,12021.83
Smartwatch,Eletrônicos,2024-01-01,Loja Barra,Rio de Janeiro,2,4315.24
Monitor,Eletrônicos,2025-03-14,Loja Duque,Duque de Caxias,4,10113.97
Roteador,Redes,2023-04-25,Loja Nova Iguaçu,Nova Iguaçu,2,3242.16
Mesa Escritório,Móveis,2023-01-31,Loja Niterói,Niterói,5,14026.0
Monitor,Eletrônicos,2023-09-27,Loja Barra,Rio de Janeiro,2,6815.07
Smartphone,Eletrônicos,2024-04-01,Loja Norte,Rio de Janeiro,1,794.47
Impressora,Periféricos,2024-04-11,Loja Teresópolis,Teresópolis,3,9625.02
Roteador,Redes,2025-11-08,Loja Norte,Rio de Janeiro,4,5659.78
Mesa Escritório,Móveis,2024-07-10,Loja Petrópolis,Petrópolis,2,9425.63
Tablet,Eletrônicos,2023-04-13,Loja Centro,Rio de Janeiro,4,2693.66
Notebook,Eletrônicos,2024-02-03,Loja Barra,Rio de Janeiro,5,4531.0
Pendrive,Armazenamento,2023-11-14,Loja Niterói,Niterói,2,1191.42
Notebook,Eletrônicos,2024-03-02,Loja Duque,Duque de Caxias,2,2734.88
Tablet,Eletrônicos,2023-10-14,Loja Norte,Rio de Janeiro,1,2304.07
Notebook,Eletrônicos,2023-07-22,Loja Centro,Rio de Janeiro,3,3842.71
Teclado,Acessórios,2023-10-07,Loja Sul,Rio de Janeiro,1,4751.31
Notebook,Eletrônicos,2023-09-23,Loja Barra,Rio de Janeiro,4,14637.5
Tablet,Eletrônicos,2025-08-28,Loja Niterói,Niterói,4,1255.95
HD Externo,Armazenamento,2025-06-21,Loja Nova Iguaçu,Nova Iguaçu,3,13442.67
Notebook,Eletrônicos,2025-07-30,Loja São Gonçalo,São Gonçalo,2,6123.19
Webcam,Periféricos,2025-06-19,Loja São Gonçalo,São Gonçalo,1,3401.35
Mouse,Acessórios,2025-04-30,Loja Duque,Duque de Caxias,2,8330.2
Pendrive,Armazenamento,2023-10-20,Loja São Gonçalo,São Gonçalo,2,1854.42
Headset,Acessórios,2023-10-18,Loja Norte,Rio de Janeiro,4,6872.27
Teclado,Acessórios,2025-06-05,Loja São Gonçalo,São Gonçalo,4,15291.58
Mouse,Acessórios,2023-02-04,Loja Duque,Duque de Caxias,4,19017.61
HD Externo,Armazenamento,2024-02-20,Loja São Gonçalo,São Gonçalo,5,11375.94
Mesa Escritório,Móveis,2025-04-27,Loja Sul,Rio de Janeiro,1,835.94
Tablet,Eletrônicos,2024-08-08,Loja Petrópolis,Petrópolis,5,18888.89
Cadeira Gamer,Móveis,2025-01-10,Loja Barra,Rio de Janeiro,2,5080.38
Teclado,Acessórios,2023-07-23,Loja Norte,Rio de Janeiro,2,7166.71
Smartwatch,Eletrônicos,2025-05-20,Loja Norte,Rio de Janeiro,4,2951.13
HD Externo,Armazenamento,2024-07-23,Loja Sul,Rio de Janeiro,3,9493.9
Cadeira Gamer,Móveis,2025-10-08,Loja Teresópolis,Teresópolis,4,10350.86
Mouse,Acessórios,2024-04-21,Loja Niterói,Niterói,5,20071.95
Impressora,Periféricos,2025-02-16,Loja Centro,Rio de Janeiro,5,3885.14
Pendrive,Armazenamento,2024-06-08,Loja Petrópolis,Petrópolis,1,796.85
HD Externo,Armazenamento,2023-06-02,Loja Petrópolis,Petrópolis,5,4540.61
Impressora,Periféricos,2025-05-06,Loja Barra,Rio de Janeiro,4,7494.27
Teclado,Acessórios,2023-01-19,Loja Teresópolis,Teresópolis,4,4835.03
Headset,Acessórios,2024-12-26,Loja Petrópolis,Petrópolis,3,3630.42
HD Externo,Armazenamento,2023-07-17,Loja Nova Iguaçu,Nova Iguaçu,5,11228.86
Notebook,Eletrônicos,2024-11-30,Loja Norte,Rio de Janeiro,3,13247.1
Tablet,Eletrônicos,2024-07-14,Loja Duque,Duque de Caxias,4,7004.44
Pendrive,Armazenamento,2023-10-10,Loja Barra,Rio de Janeiro,5,24504.29
HD Externo,Armazenamento,2024-10-16,Loja Norte,Rio de Janeiro,3,14278.37
Mouse,Acessórios,2023-05-25,Loja Duque,Duque de Caxias,3,12892.46
Cadeira Gamer,Móveis,2024-01-17,Loja Centro,Rio de Janeiro,1,4985.89
Impressora,Periféricos,2024-09-21,Loja Duque,Duque de Caxias,4,16651.88
Teclado,Acessórios,2024-02-28,Loja Norte,Rio de Janeiro,5,11102.09
Notebook,Eletrônicos,2023-12-13,Loja Petrópolis,Petrópolis,2,5847.44
Mouse,Acessórios,2024-09-05,Loja Teresópolis,Teresópolis,4,3707.47
Mesa Escritório,Móveis,2023-09-19,Loja Nova Iguaçu,Nova Iguaçu,2,1372.66
Headset,Acessórios,2023-10-17,Loja Duque,Duque de Caxias,1,1448.01
Mouse,Acessórios,2023-02-14,Loja Petrópolis,Petrópolis,5,1822.2
Cadeira Gamer,Móveis,2023-08-28,Loja Petrópolis,Petrópolis,4,18061.71
Impressora,Periféricos,2024-12-21,Loja Centro,Rio de Janeiro,2,5805.46
Notebook,Eletrônicos,2023-12-31,Loja Sul,Rio de Janeiro,5,16341.55
Smartphone,Eletrônicos,2023-10-10,Loja Nova Iguaçu,Nova Iguaçu,2,2226.32
Mouse,Acessórios,2023-08-27,Loja Barra,Rio de Janeiro,5,4761.74
Impressora,Periféricos,2025-08-03,Loja Centro,Rio de Janeiro,4,5955.88
Cadeira Gamer,Móveis,2025-03-08,Loja Niterói,Niterói,5,2431.83
Impressora,Periféricos,2023-09-22,Loja Duque,Duque de Caxias,2,1276.49
Webcam,Periféricos,2024-11-02,Loja Centro,Rio de Janeiro,1,3952.81
HD Externo,Armazenamento,2025-09-14,Loja Niterói,Niterói,3,11177.17
Teclado,Acessórios,2023-09-13,Loja Centro,Rio de Janeiro,3,10658.67
Smartwatch,Eletrônicos,2023-02-10,Loja Norte,Rio de Janeiro,5,18842.0
Roteador,Redes,2025-05-03,Loja São Gonçalo,São Gonçalo,4,15033.93
Smartwatch,Eletrônicos,2025-12-01,Loja São Gonçalo,São Gonçalo,5,8174.26
Notebook,Eletrônicos,2025-07-20,Loja Sul,Rio de Janeiro,1,4463.29
Impressora,Periféricos,2024-12-21,Loja Teresópolis,Teresópolis,4,758.97
Smartwatch,Eletrônicos,2023-07-13,Loja Petrópolis,Petrópolis,4,7562.62
Impressora,Periféricos,2025-12-17,Loja Teresópolis,Teresópolis,5,6260.03
Notebook,Eletrônicos,2025-03-13,Loja Centro,Rio de Janeiro,1,4387.23
Tablet,Eletrônicos,2024-11-04,Loja Teresópolis,Teresópolis,4,11453.58
Roteador,Redes,2024-02-22,Loja Barra,Rio de Janeiro,3,13684.86
Cadeira Gamer,Móveis,2023-05-29,Loja Barra,Rio de Janeiro,1,4626.99
Smartphone,Eletrônicos,2025-12-12,Loja Sul,Rio de Janeiro,4,9977.02
Mesa Escritório,Móveis,2025-01-14,Loja Sul,Rio de Janeiro,1,2244.12
Mesa Escritório,Móveis,2023-12-10,Loja Barra,Rio de Janeiro,1,474.67
Pendrive,Armazenamento,2024-07-22,Loja Teresópolis,Teresópolis,1,184.45
Mesa Escritório,Móveis,2024-08-14,Loja Duque,Duque de Caxias,4,11705.95
Monitor,Eletrônicos,2023-06-17,Loja Norte,Rio de Janeiro,4,4856.37
Webcam,Periféricos,2025-06-09,Loja Duque,Duque de Caxias,2,3901.75
Impressora,Periféricos,2025-04-12,Loja Teresópolis,Teresópolis,3,5977.81
Mouse,Acessórios,2023-10-16,Loja Duque,Duque de Caxias,1,170.85
Smartwatch,Eletrônicos,2025-04-18,Loja Sul,Rio de Janeiro,2,3429.77
Mesa Escritório,Móveis,2023-06-28,Loja Teresópolis,Teresópolis,4,17088.4
Notebook,Eletrônicos,2024-08-19,Loja Centro,Rio de Janeiro,5,7219.69
Roteador,Redes,2025-11-26,Loja Petrópolis,Petrópolis,1,4878.68
Tablet,Eletrônicos,2024-09-08,Loja Barra,Rio de Janeiro,5,2098.32
Webcam,Periféricos,2024-07-14,Loja Norte,Rio de Janeiro,2,8679.9
Pendrive,Armazenamento,2024-01-05,Loja Petrópolis,Petrópolis,4,19932.7
Headset,Acessórios,2023-04-19,Loja Norte,Rio de Janeiro,4,10322.04
Tablet,Eletrônicos,2024-03-07,Loja Norte,Rio de Janeiro,1,1608.18
Mouse,Acessórios,2024-01-02,Loja Norte,Rio de Janeiro,2,4246.82
Headset,Acessórios,2023-12-22,Loja Duque,Duque de Caxias,3,6608.8
Mesa Escritório,Móveis,2023-03-06,Loja São Gonçalo,São Gonçalo,2,8062.51
Webcam,Periféricos,2025-09-28,Loja Duque,Duque de Caxias,1,641.05
Monitor,Eletrônicos,2025-09-16,Loja Centro,Rio de Janeiro,2,6843.43
Monitor,Eletrônicos,2025-11-06,Loja Barra,Rio de Janeiro,5,23605.34
Mesa Escritório,Móveis,2024-05-03,Loja Sul,Rio de Janeiro,4,13902.94
Pendrive,Armazenamento,2023-08-20,Loja Barra,Rio de Janeiro,4,12219.75
Pendrive,Armazenamento,2025-08-06,Loja Centro,Rio de Janeiro,3,11888.81
Teclado,Acessórios,2024-01-16,Loja Norte,Rio de Janeiro,3,1582.76
Cadeira Gamer,Móveis,2023-06-28,Loja Duque,Duque de Caxias,5,5671.9
Teclado,Acessórios,2023-11-14,Loja Nova Iguaçu,Nova Iguaçu,3,154.94
Tablet,Eletrônicos,2024-12-30,Loja Nova Iguaçu,Nova Iguaçu,5,1569.91
Impressora,Periféricos,2024-06-13,Loja Teresópolis,Teresópolis,4,8706.11
Tablet,Eletrônicos,2024-01-22,Loja Teresópolis,Teresópolis,5,21412.75
Webcam,Periféricos,2025-05-19,Loja Nova Iguaçu,Nova Iguaçu,5,11156.18
Monitor,Eletrônicos,2024-07-08,Loja São Gonçalo,São Gonçalo,4,6892.32
Pendrive,Armazenamento,2024-11-04,Loja Centro,Rio de Janeiro,2,8327.36
Cadeira Gamer,Móveis,2025-09-20,Loja Sul,Rio de Janeiro,4,9862.01
Impressora,Periféricos,2025-10-10,Loja Teresópolis,Teresópolis,5,12176.81
Roteador,Redes,2024-10-02,Loja Barra,Rio de Janeiro,2,4602.81
Teclado,Acessórios,2025-03-05,Loja Barra,Rio de Janeiro,2,2420.45
Smartphone,Eletrônicos,2024-10-13,Loja Petrópolis,Petrópolis,2,7217.21
Mouse,Acessórios,2023-02-15,Loja Sul,Rio de Janeiro,1,4443.91
HD Externo,Armazenamento,2024-10-21,Loja Nova Iguaçu,Nova Iguaçu,5,18863.1
Webcam,Periféricos,2025-12-22,Loja Sul,Rio de Janeiro,1,2393.87
Pendrive,Armazenamento,2023-07-13,Loja Petrópolis,Petrópolis,3,3186.56
Pendrive,Armazenamento,2024-07-21,Loja Nova Iguaçu,Nova Iguaçu,5,9125.62
Roteador,Redes,2023-10-19,Loja Barra,Rio de Janeiro,3,1684.61
Headset,Acessórios,2025-06-16,Loja Niterói,Niterói,1,2431.84
Mesa Escritório,Móveis,2023-06-18,Loja Niterói,Niterói,4,15553.21
Webcam,Periféricos,2024-07-19,Loja São Gonçalo,São Gonçalo,3,7760.96
Smartwatch,Eletrônicos,2024-01-15,Loja Nova Iguaçu,Nova Iguaçu,2,6893.74
Pendrive,Armazenamento,2025-03-17,Loja Duque,Duque de Caxias,3,6926.21
Smartwatch,Eletrônicos,2023-03-30,Loja Niterói,Niterói,3,5520.18
Mesa Escritório,Móveis,2023-02-02,Loja Norte,Rio de Janeiro,3,3524.23
Smartphone,Eletrônicos,2023-02-03,Loja Nova Iguaçu,Nova Iguaçu,3,8653.34
Tablet,Eletrônicos,2025-01-07,Loja Barra,Rio de Janeiro,1,3519.66
Pendrive,Armazenamento,2023-12-30,Loja Sul,Rio de Janeiro,3,12965.94
Roteador,Redes,2023-02-17,Loja Nova Iguaçu,Nova Iguaçu,4,7404.6
Roteador,Redes,2023-01-26,Loja Duque,Duque de Caxias,5,12364.3
Monitor,Eletrônicos,2025-02-12,Loja Petrópolis,Petrópolis,1,668.17
Monitor,Eletrônicos,2025-01-09,Loja Norte,Rio de Janeiro,5,15042.63
Monitor,Eletrônicos,2025-03-31,Loja Nova Iguaçu,Nova Iguaçu,2,283.95
Notebook,Eletrônicos,2023-01-01,Loja Centro,Rio de Janeiro,1,2446.38
Monitor,Eletrônicos,2024-05-21,Loja Norte,Rio de Janeiro,3,12558.49
Tablet,Eletrônicos,2025-01-28,Loja Barra,Rio de Janeiro,4,3564.86
Mouse,Acessórios,2023-12-17,Loja Petrópolis,Petrópolis,1,3250.02
Roteador,Redes,2025-04-02,Loja Nova Iguaçu,Nova Iguaçu,2,6880.2
Headset,Acessórios,2023-07-18,Loja São Gonçalo,São Gonçalo,4,10891.62
Teclado,Acessórios,2023-03-19,Loja Norte,Rio de Janeiro,4,12080.09
Mouse,Acessórios,2024-06-13,Loja São Gonçalo,São Gonçalo,4,267.0
Teclado,Acessórios,2025-10-11,Loja Barra,Rio de Janeiro,5,20655.76
Impressora,Periféricos,2024-09-20,Loja Norte,Rio de Janeiro,2,5439.05
Mouse,Acessórios,2024-04-27,Loja São Gonçalo,São Gonçalo,5,17584.74
Cadeira Gamer,Móveis,2025-09-30,Loja Nova Iguaçu,Nova Iguaçu,3,11013.9
Cadeira Gamer,Móveis,2024-11-18,Loja Petrópolis,Petrópolis,3,6421.53
Notebook,Eletrônicos,2025-12-12,Loja Centro,Rio de Janeiro,1,1919.26
Roteador,Redes,2023-01-08,Loja Niterói,Niterói,4,2432.06
Mesa Escritório,Móveis,2023-10-08,Loja Niterói,Niterói,3,9590.69
Teclado,Acessórios,2024-08-31,Loja Duque,Duque de Caxias,2,619.53
Mouse,Acessórios,2023-11-28,Loja Petrópolis,Petrópolis,4,10526.52
Headset,Acessórios,2024-11-23,Loja Niterói,Niterói,1,4489.97
Tablet,Eletrônicos,2024-04-10,Loja Teresópolis,Teresópolis,2,7643.43
Impressora,Periféricos,2024-04-16,Loja Duque,Duque de Caxias,2,341.87
Roteador,Redes,2025-10-22,Loja Petrópolis,Petrópolis,2,5233.33
Roteador,Redes,2024-04-27,Loja Teresópolis,Teresópolis,1,2293.5
HD Externo,Armazenamento,2023-01-17,Loja Sul,Rio de Janeiro,4,11233.5
Teclado,Acessórios,2025-10-15,Loja Nova Iguaçu,Nova Iguaçu,4,3517.1
Smartwatch,Eletrônicos,2024-02-26,Loja Petrópolis,Petrópolis,2,6107.91
Headset,Acessórios,2023-11-21,Loja Sul,Rio de Janeiro,3,9395.72
Mouse,Acessórios,2025-03-03,Loja Niterói,Niterói,1,2456.73
Tablet,Eletrônicos,2023-04-27,Loja Petrópolis,Petrópolis,4,7213.96
Cadeira Gamer,Móveis,2025-03-09,Loja São Gonçalo,São Gonçalo,1,197.56
Impressora,Periféricos,2024-10-25,Loja Niterói,Niterói,5,22454.76
Pendrive,Armazenamento,2023-07-30,Loja Niterói,Niterói,3,12894.96
Smartphone,Eletrônicos,2024-06-01,Loja São Gonçalo,São Gonçalo,5,12585.59
Pendrive,Armazenamento,2024-06-23,Loja Nova Iguaçu,Nova Iguaçu,1,2576.5
Smartwatch,Eletrônicos,2023-11-04,Loja São Gonçalo,São Gonçalo,3,14058.06
HD Externo,Armazenamento,2024-04-05,Loja Barra,Rio de Janeiro,3,4176.01
Teclado,Acessórios,2025-10-28,Loja Niterói,Niterói,3,4469.92
Tablet,Eletrônicos,2024-09-23,Loja Duque,Duque de Caxias,3,5344.58
Roteador,Redes,2024-04-29,Loja Centro,Rio de Janeiro,4,4661.51
Pendrive,Armazenamento,2025-08-02,Loja Norte,Rio de Janeiro,3,5451.9
Roteador,Redes,2023-09-07,Loja Norte,Rio de Janeiro,5,1848.97
Impressora,Periféricos,2023-06-18,Loja Sul,Rio de Janeiro,3,8747.99
Pendrive,Armazenamento,2025-02-18,Loja Nova Iguaçu,Nova Iguaçu,2,1264.33
Tablet,Eletrônicos,2025-11-17,Loja Teresópolis,Teresópolis,5,22821.61
Headset,Acessórios,2024-10-02,Loja Teresópolis,Teresópolis,5,2346.18
Tablet,Eletrônicos,2024-09-06,Loja Teresópolis,Teresópolis,5,9052.3
Monitor,Eletrônicos,2023-03-07,Loja Centro,Rio de Janeiro,4,7454.39
Smartphone,Eletrônicos,2023-11-27,Loja Niterói,Niterói,1,560.61
Smartphone,Eletrônicos,2023-08-31,Loja Norte,Rio de Janeiro,1,1595.75
Smartphone,Eletrônicos,2025-10-11,Loja Norte,Rio de Janeiro,3,2453.15
HD Externo,Armazenamento,2025-02-24,Loja Barra,Rio de Janeiro,5,20777.76
Smartwatch,Eletrônicos,2023-10-22,Loja Petrópolis,Petrópolis,4,2665.06
HD Externo,Armazenamento,2024-02-16,Loja Niterói,Niterói,3,3374.59
Headset,Acessórios,2025-06-23,Loja Norte,Rio de Janeiro,4,1935.32
Mesa Escritório,Móveis,2025-10-04,Loja Norte,Rio de Janeiro,5,5008.5
Webcam,Periféricos,2025-08-14,Loja São Gonçalo,São Gonçalo,3,4001.59
Headset,Acessórios,2025-06-16,Loja Centro,Rio de Janeiro,4,4521.33
Tablet,Eletrônicos,2025-01-25,Loja Norte,Rio de Janeiro,1,1966.25
Tablet,Eletrônicos,2025-09-05,Loja Duque,Duque de Caxias,5,14935.26
Teclado,Acessórios,2025-06-12,Loja Barra,Rio de Janeiro,5,6911.55
Pendrive,Armazenamento,2025-10-05,Loja Duque,Duque de Caxias,3,11103.53
Mesa Escritório,Móveis,2025-03-22,Loja São Gonçalo,São Gonçalo,2,8139.83
HD Externo,Armazenamento,2024-03-01,Loja São Gonçalo,São Gonçalo,2,2890.41
Monitor,Eletrônicos,2024-03-07,Loja Sul,Rio de Janeiro,3,1785.52
Cadeira Gamer,Móveis,2025-07-23,Loja Barra,Rio de Janeiro,5,11721.66
Impressora,Periféricos,2025-09-29,Loja Sul,Rio de Janeiro,1,719.78
Mesa Escritório,Móveis,2024-10-13,Loja Centro,Rio de Janeiro,1,4392.16
Webcam,Periféricos,2023-11-15,Loja São Gonçalo,São Gonçalo,4,3441.38
Headset,Acessórios,2024-06-21,Loja Sul,Rio de Janeiro,5,3531.51
Smartwatch,Eletrônicos,2023-08-30,Loja Barra,Rio de Janeiro,3,8317.34
Pendrive,Armazenamento,2023-08-31,Loja Niterói,Niterói,4,599.2
Roteador,Redes,2024-08-10,Loja Barra,Rio de Janeiro,1,4455.3
Smartwatch,Eletrônicos,2025-05-12,Loja Teresópolis,Teresópolis,4,15208.32
Roteador,Redes,2024-07-01,Loja Petrópolis,Petrópolis,4,15837.36
Webcam,Periféricos,2023-05-21,Loja Niterói,Niterói,4,3990.62
Tablet,Eletrônicos,2025-07-17,Loja Duque,Duque de Caxias,5,408.25
Cadeira Gamer,Móveis,2024-01-01,Loja Sul,Rio de Janeiro,4,1122.03
Teclado,Acessórios,2023-09-15,Loja São Gonçalo,São Gonçalo,4,16792.5
Impressora,Periféricos,2025-05-06,Loja São Gonçalo,São Gonçalo,3,11616.81
Monitor,Eletrônicos,2024-12-20,Loja Sul,Rio de Janeiro,5,5868.77
Smartphone,Eletrônicos,2025-06-28,Loja Sul,Rio de Janeiro,3,4898.69
Webcam,Periféricos,2025-05-21,Loja Petrópolis,Petrópolis,3,14586.92
Smartphone,Eletrônicos,2025-05-16,Loja Centro,Rio de Janeiro,1,1671.89
Impressora,Periféricos,2024-04-06,Loja Norte,Rio de Janeiro,1,3381.17
Headset,Acessórios,2024-01-27,Loja São Gonçalo,São Gonçalo,2,2266.46
Tablet,Eletrônicos,2024-10-25,Loja Nova Iguaçu,Nova Iguaçu,2,5691.21
Cadeira Gamer,Móveis,2025-06-16,Loja Sul,Rio de Janeiro,4,11676.69
Headset,Acessórios,2023-04-26,Loja São Gonçalo,São Gonçalo,1,3772.63
Smartphone,Eletrônicos,2025-10-20,Loja São Gonçalo,São Gonçalo,1,4254.2
Cadeira Gamer,Móveis,2025-05-22,Loja São Gonçalo,São Gonçalo,1,1558.91
Impressora,Periféricos,2024-08-10,Loja Niterói,Niterói,2,9948.12
Notebook,Eletrônicos,2025-01-04,Loja Barra,Rio de Janeiro,5,22412.72
Headset,Acessórios,2024-08-06,Loja Petrópolis,Petrópolis,5,17817.7
Smartphone,Eletrônicos,2023-03-19,Loja Nova Iguaçu,Nova Iguaçu,5,17902.09
Mouse,Acessórios,2024-12-01,Loja Centro,Rio de Janeiro,3,6386.79
Smartphone,Eletrônicos,2025-04-03,Loja São Gonçalo,São Gonçalo,5,17385.44
Mesa Escritório,Móveis,2023-11-24,Loja Duque,Duque de Caxias,4,15768.62
Tablet,Eletrônicos,2024-05-08,Loja Petrópolis,Petrópolis,1,4828.47
